SampleID,Date,Study_day,ADH,ADD,ARF_sector,Sorting1,Sorting,Treatment,Gravimetric,pH,EC,  Na (ug/gdw soil) ,  K (ug/gdw soil) ,  mg (ug/gdw soil) ,  Ca (ug/gdw soil) ,  Al (ug/gdw soil) ,  Cu (ug/gdw soil) ,  Fe (ug/gdw soil) ,  Mn (ug/gdw soil) ,  Zn (ug/gdw soil) ,  Co (ug/gdw soil) ,  S180 (ug/gdw soil) ,  P (ug/gdw soil) ,  B (ug/gdw soil) ,  Se (ug/gdw soil) ,  S182 (ug/gdw soil) ,  Na (umolcharge/gdw soil) ,  K (umolcharge/gdw soil) ,  Mg (umolcharge/gdw soil) ,  Ca (umolcharge/gdw soil) 
F_3_gr_14May2021,44330,35,12994,541.4,3_F,m_5.14,l_5.14,D3_grave,0.296560738,5.755,263.5,93.05260179,59.71656695,28.1477879,239.4610863,1.425282275,0.057111365,1.163716626,37.63222544,0.148826053,0.069752063,25.13811374,4.556801313,0.396841872,0.048347863,21.93665985,4.047565582,1.527344333,2.316213775,11.9497523
D3_J_con_17May2021,44333,38,14260,594.2,1_J,a_con,m_5.17,D3_con,0.442797764,6.785,51.18,1.668983307,54.92045427,13.36043291,193.2447633,5.275338659,0.035101977,1.301427053,0.274680693,0.027225272,-0.0016961,7.721766789,1.41311663,0.445293386,0.013004182,5.648172309,0.072596781,1.404676272,1.099397894,9.643433469
D3_J_gr_17May2021,44333,38,14260,594.2,1_J,n_5.17,m_5.17,D3_grave,0.553934136,5.81,457.45,307.4278758,165.0189064,42.17544124,571.4513851,4.779283968,0.075689915,5.364479489,31.73074494,0.272330975,0.026273414,31.55316393,32.54405377,1.587041389,0.054918845,25.37677039,13.37237718,4.220615893,3.470515633,28.51696118
D3_H_con_17May2021,44333,38,14260,594.2,2_H,a_con,m_5.17,D3_con,0.317732168,7,65.33,3.932718334,16.92566338,5.574750928,96.03389886,12.00324787,0.040430596,3.076546628,0.517723028,0.059014438,0.004245366,4.912519518,0.607814973,0.224174654,0.009647763,3.830952037,0.17106384,0.432900238,0.458732847,4.792349861
D3_H_gr_17May2021,44333,38,14260,594.2,2_H,n_5.17,m_5.17,D3_grave,0.247866164,6.71,441,155.2439782,65.3791169,7.116733062,93.50422118,9.535000113,0.091009501,5.13152166,0.971739289,0.084506929,0.020420618,32.94587924,1.214996701,0.292060449,0.015987183,30.53627684,6.752741683,1.67217288,0.585618849,4.66611214
D3_F_con_17May2021,44333,38,14260,594.2,3_F,a_con,m_5.17,D3_con,0.326530297,7.05,46.79,2.018116778,16.72392566,4.013993636,94.84098781,10.138168,0.063099286,1.66070112,1.036633486,0.037843266,0.007379637,5.436225745,0.834276775,0.38931349,0.006726317,4.295914405,0.087783252,0.427740481,0.330301883,4.732820391
D3_F_gr_17May2021,44333,38,14260,594.2,3_F,n_5.17,m_5.17,D3_grave,0.313098048,5.475,302.8,177.0099011,124.5043746,33.66372355,241.5359977,1.715702762,0.073738299,1.958237457,67.95552506,0.178260842,0.135012093,34.37886549,28.2841674,0.482053169,0.071533586,30.87736757,7.699507264,3.184393556,2.770106855,12.05329596
D3_J_con_19May2021,44335,40,15257,635.7,1_J,a_con,n_5.19,D3_con,0.360822052,6.675,36.185,1.986870901,47.92384257,9.756955852,124.9458807,8.110555363,0.050705014,2.903282186,0.464884079,0.05306327,0.000786892,8.999412719,1.801481187,0.481592788,0.002642283,7.38942672,0.086424131,1.225727016,0.802876433,6.235135521
D3_J_gr_19May2021,44335,40,15257,635.7,1_J,o_5.19,n_5.19,D3_grave,0.46553533,5.48,196.45,178.6017713,66.67952911,13.53455771,216.3318231,6.273561613,0.053808183,2.523064877,0.570023404,0.108810127,0.001244461,12.48161475,0.910523553,0.645242108,0.031923407,9.932756164,7.768749809,1.70543295,1.113726205,10.79553985
D3_H_con_19May2021,44335,40,15257,635.7,2_H,a_con,n_5.19,D3_con,0.31547533,6.84,62.715,3.167095259,25.27542411,9.737898351,179.6814144,4.35217871,0.032197787,1.236058205,0.160045673,0.01292619,0.00127366,5.940075279,0.907017152,0.234574992,0.002085395,4.118656204,0.137761068,0.646458391,0.801308237,8.966585878
D3_H_gr_19May2021,44335,40,15257,635.7,2_H,o_5.19,n_5.19,D3_grave,0.231588936,5.885,294.2,165.2661258,93.33263095,13.47950723,150.7844466,3.283281559,0.087282435,3.482529085,7.009809795,0.074107932,0.039221385,26.53614808,5.96695145,0.409472149,0.014064742,23.89451709,7.188681131,2.387127598,1.109196234,7.524549458
D3_F_con_19May2021,44335,40,15257,635.7,3_F,a_con,n_5.19,D3_con,0.299269377,6.885,58.205,1.444095707,8.250331974,3.023351363,67.6374544,12.46727061,0.065427631,1.840546749,1.257854235,0.058620689,0.00863274,4.249728606,0.495461579,0.339593146,0.008403765,3.438649894,0.062814709,0.211015107,0.248784313,3.375290903
D3_F_gr_19May2021,44335,40,15257,635.7,3_F,o_5.19,n_5.19,D3_grave,0.279528136,6.19,232.15,41.2279604,38.74426731,36.81721844,353.3990244,0.784187139,0.037517646,0.36181955,69.96299604,0.137935099,0.078926586,14.26080573,1.748601167,0.316142994,0.05903637,10.65832257,1.793317654,0.990945062,3.029600366,17.63556187
D3_J_con_21May2021,44337,42,16336,680.7,1_J,a_con,o_5.21,D3_con,0.29656504,7.265,63.255,2.158203082,57.37886149,12.05665181,181.009299,4.58399225,0.055617998,1.359045496,0.285610948,0.032070252,0.000919597,7.821834006,1.769576685,0.39172097,0.014060475,5.857528097,0.093876671,1.46755387,0.992112883,9.032850891
D3_J_gr_21May2021,44337,42,16336,680.7,1_J,p_5.21,o_5.21,D3_grave,0.45695313,5.875,307.35,192.5780603,125.3507626,29.08604951,384.5975077,4.564060051,0.071919406,3.762183467,7.405448017,0.137447614,0.010959892,28.89094429,15.37462625,1.313730479,0.038784438,24.2041261,8.376684948,3.206041251,2.393421067,19.19245011
D3_H_con_21May2021,44337,42,16336,680.7,2_H,a_con,o_5.21,D3_con,0.249770539,7.4,53.875,2.29785471,16.32779132,5.846024841,100.1306998,9.86402185,0.037213626,2.391223211,0.416884805,0.033538773,0.001708588,4.89404245,0.598595587,0.243690325,-0.003851399,3.779210167,0.099951183,0.417608728,0.481055325,4.996791246
D3_H_gr_21May2021,44337,42,16336,680.7,2_H,p_5.21,o_5.21,D3_grave,0.241197947,6.47,383.15,175.2960059,105.1933565,18.85513726,197.5861786,2.288718594,0.084752412,3.589066236,12.46355965,0.066287773,0.060751666,42.73063922,19.1194477,0.376781176,0.029213631,39.6253939,7.624956921,2.690484151,1.551543901,9.86008177
D3_F_con_21May2021,44337,42,16336,680.7,3_F,a_con,o_5.21,D3_con,0.373552289,7.03,61.325,2.880029755,18.86119425,4.955634153,127.9340294,12.07182069,0.082548537,2.655474179,1.328679565,0.065208079,0.01002775,8.24903964,1.076013928,0.561032367,0.014019339,6.681827048,0.125274405,0.482404459,0.407787217,6.384252176
D3_F_gr_21May2021,44337,42,16336,680.7,3_F,p_5.21,o_5.21,D3_grave,0.297557471,5.625,348.8,67.34356763,86.62629301,38.02942868,340.0201658,1.219496946,0.054611455,1.594554388,105.5196266,0.210128563,0.2167321,18.50909845,3.912900324,0.379247186,0.081375293,14.8820561,2.929284096,2.215602546,3.129350231,16.96792084
D3_J_con_24May2021,44340,45,18054,752.3,1_J,a_con,p_5.24,D3_con,0.265521643,7.125,42.905,1.700506446,49.21383643,10.43628528,139.3308444,7.244491497,0.046583386,1.752393166,0.47082233,0.044895465,0.00118166,7.233341909,1.890379798,0.477983494,0.021056021,5.617351218,0.073967963,1.25872062,0.858776818,6.952983903
D3_J_gr_24May2021,44340,45,18054,752.3,1_J,q_5.24,p_5.24,D3_grave,0.439409293,5.79,304.65,160.1614644,129.8903748,26.94104935,334.4302222,7.162518571,0.079476498,4.730068758,7.291750466,0.152969561,0.015009702,27.16628351,14.61478385,1.264432705,0.040749126,22.87983384,6.96664057,3.322148913,2.216914162,16.68896762
D3_H_con_24May2021,44340,45,18054,752.3,2_H,a_con,p_5.24,D3_con,0.221094647,7.07,41.985,5.591092086,20.86949104,6.777789304,119.5518559,6.15973378,0.052229578,1.755529862,0.269714028,0.049089492,0.007809966,10.68314873,0.930645143,0.229198759,0.000607336,9.034967245,0.243199131,0.533769781,0.557727982,5.965959176
D3_H_gr_24May2021,44340,45,18054,752.3,2_H,q_5.24,p_5.24,D3_grave,0.252511318,6.03,397.35,306.1341542,146.6192876,23.10374382,194.1698647,1.736487304,0.087823113,3.628826428,18.68940363,0.134471014,0.091575129,60.76713244,20.68316582,0.459915305,0.031677383,57.59974845,13.31610339,3.750016948,1.901151518,9.689598517
D3_F_con_24May2021,44340,45,18054,752.3,3_F,a_con,p_5.24,D3_con,0.276116787,7.385,45.67,2.393405514,15.8515452,5.055901073,128.2644599,11.74436182,0.085704254,2.070444345,1.269830015,0.051104123,0.010118228,7.203246021,0.877160563,0.431768214,0.019070641,5.682604547,0.104107414,0.40542799,0.416037941,6.400741549
D3_F_gr_24May2021,44340,45,18054,752.3,3_F,q_5.24,p_5.24,D3_grave,0.260204647,5.505,263.3,105.5229929,84.74277395,32.12185302,288.2412763,1.507904044,0.058468216,2.438729773,64.92924013,0.198257054,0.146881189,33.31027028,11.78859552,0.352921178,0.060133816,29.46298975,4.589997764,2.167428608,2.643230037,14.38401499
J_1_con_26_May2021,44342,47,19288,803.7,1_J,a_con,q_5.26,D3_con,0.254250012,7.215,60.865,2.161688993,48.9403897,11.81862143,180.5814438,3.495738402,0.051745224,0.654547319,0.33061761,0.029209546,-0.00042011,8.526321952,1.943979681,0.480626716,0.014904348,6.487536963,0.0940283,1.251726794,0.972525935,9.011499765
J_1_gr_26_May2021,44342,47,19288,803.7,1_J,r_5.26,q_5.26,D3_grave,0.344241856,6.01,485.15,188.1671019,100.9928394,29.39640106,411.116006,8.967321079,0.061494808,8.655566992,5.683127641,0.11574782,0.007292547,31.17621057,15.90254717,1.102721436,0.026427113,26.09459828,8.184818806,2.583049377,2.418959149,20.5157945
H_2_con_26_May2021,44342,47,19288,803.7,2_H,a_con,q_5.26,D3_con,0.208267647,7.225,27.005,2.42343195,12.59553058,5.083917691,94.40220021,8.47685025,0.035706692,1.533144265,0.523820679,0.028237212,0.003643564,4.401669485,0.576182785,0.217667758,0.007242793,3.322405435,0.105413493,0.322150338,0.418343361,4.710923709
H_2_gr_26_May2021,44342,47,19288,803.7,2_H,r_5.26,q_5.26,D3_grave,0.18741901,6.035,305.5,115.2620928,72.9974712,24.24128444,301.9727327,1.74916526,0.055640191,5.553986075,14.10864896,0.073793993,0.031664222,18.57768191,4.448055752,0.437129973,0.014152292,15.0323189,5.013625312,1.867024172,1.994757,15.06925159
F_3_con_26_May2021,44342,47,19288,803.7,3_F,a_con,q_5.26,D3_con,0.226442507,7.22,30.625,1.499021315,10.58043533,3.589892031,85.53109969,7.484053865,0.06691682,0.927644895,0.889820724,0.029576686,0.006289084,4.989822355,0.663121747,0.340552872,0.020285065,3.930866048,0.065203841,0.270611135,0.295403582,4.268231932
F_3_gr_26_May2021,44342,47,19288,803.7,3_F,r_5.26,q_5.26,D3_grave,0.279004561,5.705,307.35,117.4442384,85.2774966,30.80348718,249.4589992,1.490348358,0.061610214,1.688705217,85.21895446,0.204480028,0.179650527,22.09157054,10.07383863,0.329029524,0.070655563,18.92313542,5.108543426,2.181104974,2.534744882,12.44867504
J_1_con_28_May2021,44344,49,20522,855.1,1_J,a_con,r_5.28,D3_con,0.340221334,7.16,57.19,3.539120302,51.84095288,13.36781761,170.8855562,5.386799477,0.072429071,1.254327265,0.339503558,0.037414091,0.000532555,11.03562296,1.999769109,0.475679881,0.001456882,8.869575319,0.153943267,1.325913221,1.100005564,8.527648894
J_1_gr_28_May2021,44344,49,20522,855.1,1_J,s_5.28,r_5.28,D3_grave,0.228059548,5.785,481.25,239.5134982,136.6690017,34.4399705,513.1357144,5.987526406,0.081278726,7.5705692,26.07542545,0.230854645,0.035537218,29.43071388,31.12857727,1.21024014,0.036783933,23.69140358,10.41826422,3.495522866,2.83398235,25.60685236
H_2_con_28_May2021,44344,49,20522,855.1,2_H,a_con,r_5.28,D3_con,0.21101014,7.375,65.02,4.465364736,13.75542222,5.395140527,97.37482885,9.296470113,0.046148028,2.521930736,0.374196838,0.050473337,0.003763178,6.470393896,1.076686191,0.236403839,0.001722511,5.226246785,0.194232684,0.351816376,0.443953139,4.859265874
H_2_gr_28_May2021,44344,49,20522,855.1,2_H,s_5.28,r_5.28,D3_grave,0.204844961,5.98,506.8,178.2014447,136.4239768,37.18304471,424.2765904,0.477723167,0.076430791,0.453222559,50.53070118,0.150014505,0.14288702,39.41283637,13.10396148,0.427708928,0.045201849,34.20590031,7.751336561,3.489255973,3.05970333,21.17254306
F_3_con_28_May2021,44344,49,20522,855.1,3_F,a_con,r_5.28,D3_con,0.239584006,7.2,75.945,1.848530101,10.76054315,4.006460056,118.2840539,12.14758999,0.06928815,1.934520274,1.338491052,0.049924436,0.010456327,6.559684598,0.673293036,0.44085751,0.00635805,5.129572774,0.080406637,0.275217673,0.329681963,5.902692447
F_3_gr_28_May2021,44344,49,20522,855.1,3_F,s_5.28,r_5.28,D3_grave,0.269974054,5.75,316.05,105.74961,85.9431551,36.61604515,263.9505237,4.042556245,0.069626321,6.705104628,110.1448569,0.288960613,0.301169737,24.20107773,14.10216349,0.396544325,0.087406708,20.90326286,4.599855067,2.198130228,3.013046299,13.1718411
J_1_con_2_June2021,44349,54,22703,945.9,1_J,a_con,s_6.2,D3_con,0.451716606,7.095,57.38,2.389610203,50.67140704,9.701273423,138.3989247,9.054174287,0.042269628,2.188137797,0.501664901,0.040015015,0.000728827,7.267711539,1.522001826,0.447396121,0.014323684,5.611285829,0.103942328,1.296000262,0.79829446,6.906478601
J_1_gr_2_June2021,44349,54,22703,945.9,1_J,t_6.2,s_6.2,D3_grave,0.451909392,5.9,454.3,241.7646535,120.0352147,30.44799231,430.4227906,6.622738711,0.104650287,6.818577405,13.12442255,0.080946795,0.028379775,32.00896471,9.771701698,1.068582596,0.051149803,26.62826399,10.51618409,3.070087822,2.505492065,21.47925498
H_2_con_2_June2021,44349,54,22703,945.9,2_H,a_con,s_6.2,D3_con,0.300675291,7.44,62.855,2.594363532,14.78164823,5.589432787,95.00270927,12.25015286,0.03502155,3.487534733,0.604823495,0.038413167,0.003208819,3.997201176,0.455338371,0.214512753,0.004134276,2.949259371,0.112848608,0.378063707,0.459940982,4.740890727
H_2_gr_2_June2021,44349,54,22703,945.9,2_H,t_6.2,s_6.2,D3_grave,0.201394659,6.055,316.3,166.1652387,96.88883646,17.25790916,191.2851512,2.110775126,0.067928289,2.546579739,13.18651399,0.059533677,0.056936665,31.41328462,6.610943,0.359772225,0.018617471,28.20755476,7.22779039,2.4780831,1.420111842,9.545643557
F_3_con_2_June2021,44349,54,22703,945.9,3_F,a_con,s_6.2,D3_con,0.349924256,7.19,67.935,1.901517208,22.66208621,6.311531091,183.8008879,13.42650254,0.069330167,2.658533513,1.335336386,0.047470574,0.010997994,7.892909007,0.728407824,0.451565505,0.015014169,5.805138157,0.08271145,0.579618198,0.519360715,9.172158685
F_3_gr_2_June2021,44349,54,22703,945.9,3_F,t_6.2,s_6.2,D3_grave,0.319924322,6.08,181,64.54832828,76.44123933,16.14714948,117.7392157,7.994876317,0.070790993,2.816966163,37.2305467,0.076650989,0.133358529,20.63019183,3.214051738,0.343417128,0.029095062,18.47987961,2.807697871,1.955103913,1.328710099,5.875503556
J_1_con_4_June2021,44351,56,23694,987.2,1_J,a_con,t_6.4,D3_con,0.623100967,7.43,58.455,2.611740645,70.71211334,11.74378891,155.9301699,8.635683045,0.04961744,2.147761925,0.439039178,0.046011146,0.000590929,8.714869126,1.772026872,0.459870836,0.012363147,6.821822846,0.11360447,1.808572581,0.966368147,7.781334893
J_1_gr_4_June2021,44351,56,23694,987.2,1_J,u_6.4,t_6.4,D3_grave,0.64328483,6.81,343,223.7760711,137.4738779,18.52638629,228.7052858,20.95162393,0.137807697,7.488767197,3.32875673,0.167620878,0.017866739,36.48415103,7.281318822,0.748922445,0.024755946,32.51718585,9.733723786,3.516108831,1.524491774,11.41300892
H_2_con_4_June2021,44351,56,23694,987.2,2_H,a_con,t_6.4,D3_con,0.381432181,7.625,52.65,2.654833534,13.68418976,5.435856843,95.17207398,13.68591794,0.038080234,3.312891322,0.554265742,0.03852539,0.003039599,4.692115313,0.460826448,0.224326907,0.00192594,3.563561806,0.115478908,0.349994495,0.447303587,4.749342481
H_2_gr_4_June2021,44351,56,23694,987.2,2_H,u_6.4,t_6.4,D3_grave,0.261331821,5.91,396.2,274.9879566,124.2351156,8.958648463,74.37253409,13.35451043,0.150375808,7.72042306,8.063881426,0.126127514,0.085952248,40.71815781,32.17233847,0.410511068,0.017854401,38.34324637,11.9613183,3.177506838,0.737185638,3.711389495
F_3_con_4_June2021,44351,56,23694,987.2,3_F,a_con,t_6.4,D3_con,0.347904459,7.775,115.515,2.157388907,13.30746763,4.902787969,148.2948588,11.05003796,0.06213083,1.996126101,1.183791551,0.042635298,0.007270522,7.350171702,0.584614564,0.349992888,0.008514925,5.587504878,0.093841257,0.340359239,0.403438631,7.400312331
F_3_gr_4_June2021,44351,56,23694,987.2,3_F,u_6.4,t_6.4,D3_grave,0.360027385,5.655,338.8,95.05539588,103.4038794,27.09519083,191.7358475,8.941141991,0.076038361,5.674140056,72.13455855,0.247229108,0.289608484,35.32148811,17.30210219,0.270732437,0.065332388,32.03141353,4.134682334,2.644715483,2.229598094,9.568134513
J_1_con_9_June2021,44356,61,26588,1107.8,1_J,a_con,u_6.09,D3_con,0.588563679,7.51,69.91,2.148152053,59.70760859,10.27576128,139.7319729,9.845767667,0.043274984,2.347147348,0.453131037,0.04274509,-7.15E-05,6.400313202,1.469199401,0.381242797,0.009380977,4.806676669,0.093439476,1.527115209,0.845567684,6.973001292
J_1_gr_9_June2021,44356,61,26588,1107.8,1_J,v_6.09,u_6.09,D3_grave,0.688217894,6.335,264,182.2548857,126.5393184,24.26804667,287.9955644,24.47230879,0.110531619,10.4637468,9.051960483,0.158208827,0.031920792,25.23909479,18.78883728,1.10607075,0.054431292,21.31242238,7.927651548,3.236440418,1.996959199,14.3717533
H_2_con_9_June2021,44356,61,26588,1107.8,2_H,a_con,u_6.09,D3_con,0.391588865,7.71,43.89,3.010286813,21.08292001,6.354505395,109.8644121,11.02576199,0.036044985,3.023825877,0.51821052,0.034613659,0.004305649,5.843039061,0.73947446,0.212859173,0.006757627,4.533522763,0.130940275,0.53922856,0.522896967,5.482529672
H_2_gr_9_June2021,44356,61,26588,1107.8,2_H,v_6.09,u_6.09,D3_grave,0.214555258,6.13,468.15,251.7298053,160.6848896,18.96292445,122.5456336,4.887189777,0.108770214,6.444000194,27.3665628,0.167401234,0.179144566,45.75262522,34.7045783,0.316041038,0.036972524,43.15185229,10.94964436,4.109766656,1.56041345,6.115356737
F_3_con_9_June2021,44356,61,26588,1107.8,3_F,a_con,u_6.09,D3_con,0.390967615,7.705,85.75,1.811181614,16.11663632,5.187345627,162.9049727,13.79775924,0.08399312,4.286517615,1.470779304,0.055945276,0.012982694,8.298058175,0.742520519,0.472997612,0.000422796,6.378504482,0.078782068,0.412208109,0.426854197,8.129396311
F_3_gr_9_June2021,44356,61,26588,1107.8,3_F,v_6.09,u_6.09,D3_grave,0.300523907,6.105,159.65,75.0480673,70.14996473,18.50329569,156.6850994,11.62574256,0.074806033,7.551019366,35.02416746,0.093398655,0.116302445,19.35021798,4.733844557,0.264839599,0.036760757,16.89515814,3.264411401,1.794194753,1.522591704,7.819007902
J_1_con_14_June2021,44361,66,29519,1230,1_J,a_con,v_6.14,D3_con,0.648141816,7.43,40.865,2.331722847,68.8346406,9.496153183,120.0904502,9.408814422,0.052814843,2.32303863,0.456499108,0.044124485,3.77E-05,6.838035662,2.147670846,0.41160197,0.006962347,5.344782985,0.101424366,1.760553287,0.781415609,5.992836477
J_1_gr_14_June2021,44361,66,29519,1230,1_J,w_6.14,v_6.14,D3_grave,0.684025506,6.68,216.75,157.6035338,124.8055602,20.63014492,247.2463268,10.44644744,0.125638112,4.229744095,9.439228202,0.150190168,0.026483195,33.11216546,27.2777666,1.02546114,0.045632389,28.99610767,6.855376708,3.192096847,1.697605013,12.33825674
H_2_con_14_June2021,44361,66,29519,1230,2_H,a_con,v_6.14,D3_con,0.386110315,7.515,36.1,4.152216479,12.03855249,4.893882449,85.01660538,13.29340499,0.035352601,3.590561817,0.559477121,0.04049402,0.002548831,5.474562586,0.555267049,0.190384308,0.003440443,4.356195806,0.180611484,0.307904755,0.402705818,4.242557282
H_2_gr_14_June2021,44361,66,29519,1230,2_H,w_6.14,v_6.14,D3_grave,0.314740152,6.41,324.75,185.9745621,109.7828932,14.32270662,109.8180159,5.025866615,0.079825958,3.517013015,15.35978873,0.104861184,0.090740078,31.80362723,25.84271089,0.348211777,0.027479849,29.16285037,8.089448572,2.807868711,1.178581083,5.480214378
F_3_con_14_June2021,44361,66,29519,1230,3_F,a_con,v_6.14,D3_con,0.394735982,7.375,93.925,1.72725743,20.41842655,5.916741523,161.1483183,16.21437733,0.065691048,3.196372254,1.615238427,0.054657363,0.01119994,6.870287365,0.576195242,0.388871343,0.002546284,5.02199919,0.075131566,0.522233103,0.486874431,8.041734533
F_3_gr_14_June2021,44361,66,29519,1230,3_F,w_6.14,v_6.14,D3_grave,0.347544085,5.985,236.8,62.76320489,55.44875539,23.41174547,198.4725998,1.481955948,0.040763409,1.168339228,36.35349218,0.061041665,0.060767989,13.86632206,0.999456201,0.27214561,0.039265285,11.30960824,2.730049274,1.418188397,1.926496233,9.904316573
J_1_con_23_June2021,44370,75,34715,1446.4,1_J,a_con,w_6.23,D3_con,0.602554629,7.495,50.54,2.261144366,56.7570161,9.096236802,122.7020588,11.22266274,0.040153695,2.619010578,0.52642262,0.051578586,6.67E-08,7.682674547,1.46775668,0.351474752,0.009459815,6.092718491,0.098354371,1.451649205,0.748507451,6.12316277
J_1_gr_23_June2021,44370,75,34715,1446.4,1_J,x_6.23,w_6.23,D3_grave,0.752649904,6.945,293.8,262.9914277,116.8710871,19.36864387,231.2395983,30.34978256,0.145160177,12.12870601,5.090544084,0.265583415,0.035305992,38.15268984,8.289574415,0.436585529,0.026093202,33.98025676,11.43949799,2.989160323,1.593799125,11.53947793
H_2_con_23_June2021,44370,75,34715,1446.4,2_H,a_con,w_6.23,D3_con,0.344407761,7.355,44.495,3.56223027,15.25025124,5.944793573,105.0546156,10.78890054,0.042280773,3.976447182,0.553283242,0.039102816,0.006940884,5.806030809,0.572735558,0.180864182,-0.004165147,4.508686495,0.154948495,0.39004896,0.489182767,5.242507891
H_2_gr_23_June2021,44370,75,34715,1446.4,2_H,x_6.23,w_6.23,D3_grave,0.218569648,6.3,261.75,123.4529586,53.38668345,16.47612676,209.5745103,1.201567413,0.056946972,1.702720559,12.89053358,0.046642167,0.048301496,21.33602074,2.843725367,0.302503012,0.016773327,18.22923816,5.369908382,1.365447691,1.355780848,10.45833177
F_3_con_23_June2021,44370,75,34715,1446.4,3_F,a_con,w_6.23,D3_con,0.358154969,7.48,41.805,1.444269103,11.01405173,3.283007733,84.92182387,11.42989185,0.047524658,1.877186671,1.183316987,0.029497098,0.007196324,3.95650472,0.400860399,0.265492,0.011806743,2.964962306,0.062822251,0.28170155,0.270150811,4.23782743
F_3_gr_23_June2021,44370,75,34715,1446.4,3_F,x_6.23,w_6.23,D3_grave,0.323265829,6.27,217.85,71.44315947,57.22504359,24.78646706,187.9687812,1.73860068,0.049737305,1.10142892,101.5995885,0.139401566,0.195729899,13.72109871,1.754981142,0.244727158,0.075063463,11.46423257,3.107606534,1.463619738,2.039618766,9.380147774
J_1_con_7_July2021,44384,89,43101,1795.9,1_J,a_con,x_7.7,D3_con,0.268311346,7.425,63.24,2.109996598,43.47119411,10.08412209,158.0473859,4.069592157,0.043757811,0.644488362,0.275958925,0.02121167,0.000533062,6.310870617,1.283629365,0.339493106,0.01182271,4.524585657,0.091779805,1.111843587,0.829798156,7.886989667
J_1_gr_7_July2021,44384,89,43101,1795.9,1_J,y_7.7,x_7.7,D3_grave,0.483205725,5.755,562.5,306.7534805,129.8116182,25.86154996,305.7043396,36.21885078,0.154520677,12.73735249,23.93684397,0.215370587,0.073963462,39.40930903,23.8914043,1.136519843,0.047628372,34.65386948,13.3430426,3.32013459,2.128084753,15.25546881
H_2_con_7_July2021,44384,89,43101,1795.9,2_H,a_con,x_7.7,D3_con,0.229340029,7.59,75.375,2.638706318,17.80178081,6.124801132,109.7204516,6.350471128,0.030375291,1.323266328,0.386455797,0.021577292,0.003210239,4.517127992,0.76513326,0.232712157,-0.001850135,3.276918755,0.114777413,0.455308308,0.503995156,5.475345655
H_2_gr_7_July2021,44384,89,43101,1795.9,2_H,y_7.7,x_7.7,D3_grave,0.184113209,6.21,346.45,170.1446703,86.83176387,15.12284608,149.6889859,15.46131261,0.097316484,9.554167776,29.37228258,0.106986031,0.156211408,24.09494299,9.16939189,0.384485986,0.038128128,21.42030475,7.400886145,2.220857783,1.244422636,7.469883021
F_3_con_7_July2021,44384,89,43101,1795.9,3_F,a_con,x_7.7,D3_con,0.309287062,7.255,140.2,1.775807735,30.78905182,7.027436277,201.4115691,8.096058257,0.064472786,1.700454645,0.853224241,0.039637838,0.006827612,6.745861362,0.822191962,0.404166873,0.014764813,4.564308792,0.077243388,0.787478019,0.578270831,10.05097905
F_3_gr_7_July2021,44384,89,43101,1795.9,3_F,y_7.7,x_7.7,D3_grave,0.258271926,6.005,254.65,84.12635676,60.07691463,12.61239335,82.80376604,24.54665256,0.07238781,11.20120632,29.93795928,0.131574165,0.115922513,11.29114218,3.018151158,0.344099171,0.037038846,9.866597538,3.659295276,1.536560787,1.037843518,4.132130647
J_1_con_21_July2021,44398,103,51430,2142.9,1_J,a_con,y_7.21,D3_con,0.562910632,7.485,55.43,3.089231912,42.03806478,10.55970039,168.1197476,5.0028091,0.045398289,0.840751159,0.277043917,0.022042891,-0.000484471,8.092675139,1.468651338,0.539470778,-0.004706122,6.099841452,0.134374198,1.075189069,0.868932351,8.389627605
J_1_gr_21_July2021,44398,103,51430,2142.9,1_J,z_7.21,y_7.21,D3_grave,0.717513551,6.575,437.75,305.9802302,200.3914278,32.16186795,328.2617468,74.16753928,0.194053743,24.6325381,16.84555337,0.832655306,0.065503446,55.29283271,34.99453018,0.762772889,0.026219581,49.89623221,13.30940806,5.125323295,2.646522769,16.38114411
H_2_con_21_July2021,44398,103,51430,2142.9,2_H,a_con,y_7.21,D3_con,0.345577392,7.52,51.19,2.699203488,12.75001024,5.677572341,105.4447851,8.527409788,0.037633439,1.65918529,0.467749267,0.028286608,0.001359557,4.201193306,0.554422303,0.24981853,-0.006591615,3.018096431,0.117408895,0.326101397,0.467193774,5.261978398
H_2_gr_21_July2021,44398,103,51430,2142.9,2_H,z_7.21,y_7.21,D3_grave,0.280502723,5.94,316.85,193.8855715,110.8009474,13.92589295,112.7394565,42.68153159,0.150631358,32.17228036,17.77983053,0.312558998,0.208504333,28.39142519,9.459751293,0.36577825,0.015627665,25.75961925,8.433558557,2.833907035,1.145928241,5.626002119
F_3_con_21_July2021,44398,103,51430,2142.9,3_F,a_con,y_7.21,D3_con,0.348343046,7.57,149.45,1.80557801,25.1926651,8.729560922,240.3516371,3.492616898,0.063330597,1.039012408,0.307369215,0.010323077,0.001842432,8.041491565,0.745117853,0.286406709,0.023934449,5.457725036,0.078538324,0.6443417,0.718334575,11.99419318
